,Date Of Upload,Author,Vertical,Headline,Description
3900,"August 07, 2015 12:15 IST",IANS,National,"India, Pakistan exchange heavy fire on LoC",No Description
3901,"August 07, 2015 11:50 IST",Special Correspondent,National,Sonia dubs Sushma’s remarks as ‘theatrics’,No Description
3902,"August 07, 2015 11:22 IST",Staff Reporter,National,Mumbai journo detained on suspicion of joining ISIS,"According to police, the man identified as Zubair Khan was detained from front of Iraq Embassy where he had come for a visa."
3903,"August 07, 2015 11:01 IST",Internet Desk,National,Congress attacks Sushma on Lalit Modi issue,The Congress and other Opposition members on Friday continued their protests against the suspension of 25 party MPs.
3904,"August 07, 2015 10:50 IST",Shiv Sunny,National,Supreme Court judge Dipak Mishra gets threat letter,Supreme Court judge Dipak Mishra who handled Yakub Memon's case has received a threat letter at his residence.
3905,"August 07, 2015 09:44 IST",PTI,National,Chidambaram questions Sushma on her statement,No Description
3906,"August 07, 2015 03:28 IST",Nistula Hebbar,National,"Not been approached, says Scindia",No Description
3907,"August 07, 2015 03:28 IST",Jatin Gandhi,National,Monsoon Session to continue: govt.,No Description
3908,"August 07, 2015 03:26 IST",Gargi Parsai,National,‘Suspend Congress members in RS’,No Description
3909,"August 07, 2015 03:25 IST",National Bureau,National,‘Subsidy common in canteens world over’,No Description
3910,"August 07, 2015 03:23 IST",Vijaita Singh,National,"Assam, Manipur, Arunachal CMs still in the dark on Naga accord",No Description
3911,"August 07, 2015 03:22 IST",Gargi Parsai,National,Congress CMs stayed away from Naga accord talks: BJP,No Description
3912,"August 07, 2015 03:21 IST",Special Correspondent,National,"M.P. twin train derailments: They were freak accidents, says Railways",No Description
3913,"August 07, 2015 03:19 IST",Special Correspondent,National,It’s time death penalty is abolished: Aiyar,Prakash Karat: the question of who hangs in India today is largely a politically determined decision.
3914,"August 07, 2015 03:18 IST",Puja Mehra,National,GST Bill: Centre wants T.N. on board,‘It doesn’t want a big State to be left out of a vital policy issue’
3915,"August 07, 2015 03:17 IST",Jatin Gandhi,National,‘Lalit got travel papers only after Sushma’s intervention’,No Description
3916,"August 07, 2015 03:15 IST",Yuthika Bhargava,National,RS panel for ombudsman to deal with online porn,No Description
3917,"August 07, 2015 03:13 IST",pti,National,Udhampur attack: Naved’s dad fears for life,No Description
3918,"August 07, 2015 03:10 IST",Vijaita Singh,National,‘LeT team slipped through police fingers’,No Description
3919,"May 07, 2016 18:17 IST",Vidya Venkat,National,Public consultation on Western Ghats a sham: report,No Description
3920,"March 29, 2016 13:48 IST",Sumit Bhattacharjee,Andhra Pradesh,Grand I-Day spectacle in store,"For the first time, the official celebration of the State is being held in the city"
3921,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,NDA govt. going back on commitment: CPI,No Description
3922,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,Anganwadi workers’ wages to be hiked,Cabinet Sub-Committee gives its nod for proposal
3923,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Rs. 900 cr. soon to be disbursed under 3rd phase of loan waiver,No Description
3924,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,Urgent need to establish local courts: Lok Satta,No Description
3925,"August 07, 2015 00:00 IST",Yunus Y. Lasania,Andhra Pradesh,TS to keep a tab on its flora and fauna,Biodiversity Board to prepare People’s Biodiversity Report in 50 gram panchayats
3926,"August 07, 2015 00:00 IST",V.V. Subrahmanyam,Andhra Pradesh,Straight from their heart,No Description
3927,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Dormant self-help groups,State plans to strengthen them financially: Minister
3928,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Tobacco farmers’ woes,YSRC seeks Centre’s directive to board
3929,"August 07, 2015 00:00 IST",K. Srinivasa Rao,Andhra Pradesh,Thotapalli project staff race to meet Aug. 31 deadline,No Description
3930,"March 29, 2016 13:47 IST",(Reporting by,Andhra Pradesh,Centre may offload 10 p.c. equity in RINL in second half of this fiscal,"Trade unions, who have been opposing the move, demand merger of RINL with NMDC to overcome liquidity crunch and raw material problem"
3931,"August 07, 2015 00:00 IST",M.L. Melly Maitreyi,Andhra Pradesh,Why CM is in tearing hurry? ask employees,No Description
3932,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,Rs. 5 lakh cash reward on arrested Maoist,No Description
3933,"August 07, 2015 00:00 IST",Legal Correspondent,Andhra Pradesh,ISPs asked to delete URLs of Srimanthudu,No Description
3934,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,"‘Mee Intiki, Mee Bhoomi’ from Aug.10",The programme is aimed at updating land records by rectifying mistakes
3935,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,Staff allocation cleared in five more depts.,No Description
3936,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Father opts for advocate to argue case,No Description
3937,"August 07, 2015 00:00 IST",P. Samuel Jonathan,Andhra Pradesh,Rishiteswari’s diary reveals her nature,No Description
3938,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Inspector suspended,No Description
3939,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,‘Arrest principal of ANU architecture college’,No Description
3940,"August 07, 2015 00:00 IST",B.V.S. Bhaskar,Andhra Pradesh,Damaged hangers of Godavari Arch Bridge to be replaced,No Description
3941,"August 07, 2015 00:00 IST",P. Samuel Jonathan,Andhra Pradesh,Death of two students leaves AP campuses convulsed,No Description
3942,"March 29, 2016 13:47 IST","August 07, 2015 00:00 IST",Andhra Pradesh,VISAKHAPATNAM TODAY,No Description
3943,"March 29, 2016 13:47 IST",Rani Devalla,Andhra Pradesh,The key to mother-baby bonding,No Description
3944,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,PAC asks GMR to increase compensation,No Description
3945,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Congress ‘Poru Sabha’ tomorrow,No Description
3946,"August 07, 2015 00:00 IST",S. Murali,Andhra Pradesh,Sand shortage hits realtors hard,No Description
3947,"August 07, 2015 00:00 IST",T. Appala Naidu,Andhra Pradesh,Water woes worry Kalamkari artisans,No Description
3948,"March 29, 2016 13:46 IST","August 07, 2015 00:00 IST",Andhra Pradesh,Training programme on horticulture,No Description
3949,"March 29, 2016 13:46 IST","August 07, 2015 00:00 IST",Andhra Pradesh,IEEE national workshop,No Description
3950,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,‘Viral fever not the reason for deaths in Majeru’,No Description
3951,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Three burglars arrested,No Description
3952,"August 07, 2015 00:00 IST",K.N. Murali Sankar,Andhra Pradesh,‘Chemical pesticides a threat to soil health’,No Description
3953,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,Funds sought for drinking water supply,No Description
3954,"August 07, 2015 00:00 IST",Staff Reporter,Andhra Pradesh,"Persuade Centre or back bandh, CPI tells TDP",No Description
3955,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,Youth arrested for theft from Hundi,No Description
3956,"August 07, 2015 00:00 IST",Correspondent,Andhra Pradesh,Drawing competitions for children on September 8,No Description
3957,"August 07, 2015 00:00 IST",Special Correspondent,Andhra Pradesh,"Now, hockey in Anantapur gets a Spanish touch",No Description
3958,"September 02, 2016 16:35 IST",K.N. Murali Sankar,Andhra Pradesh,Whale shark carcass found beached,71 rare whale sharks have been killed off Kakinada beach since 2013
3959,"August 07, 2015 18:17 IST",M. T. Shiva Kumar,Karnataka,Physically challenged stage protest,No Description
3960,"August 07, 2015 17:25 IST",Kumar Buradikatti,Karnataka,82nd Kannada Sahitya Sammelan may get postponed,"""North and Hyderabad Karnataka region is witnessing drought and it is improper to hold the event when the farmers are committing suicides."""
3961,"August 07, 2015 16:38 IST",Vishwa Kundapura,Karnataka,"Audience spellbound by music, dance performance",No Description
3962,"August 07, 2015 16:22 IST",Vishwa Kundapura,Karnataka,Letter campaign launched at KGF,No Description
3963,"August 07, 2015 16:10 IST",M. T. Shiva Kumar,Karnataka,Officials told to replace sub-standard bicycles,No Description
3964,"August 07, 2015 15:09 IST",Special Correspondent,Karnataka,Farmers demand for draught relief measures in Bidar,No Description
3965,"August 07, 2015 14:51 IST",Laiqh A. Khan,Karnataka,Mysuru police give 10 days for used vehicle registration,No Description
3966,"August 07, 2015 14:50 IST",S. Bhuvaneshwari,Karnataka,Farmer commits suicide,No Description
3967,"August 07, 2015 13:26 IST",Nagesh Prabhu,Karnataka,AMRUT for 27 towns,No Description
3968,"August 07, 2015 13:26 IST",Nagesh Prabhu,Karnataka,Six small cities race ahead of Bengaluru the smart way,"Mangaluru, Shivamogga, Belagavi, Hubballi-Dharwad, Tumakuru, and Davangere chosen."
3969,"August 07, 2015 00:00 IST",T.V. Sivanandan,Karnataka,Lack of rain to severely hit production of pulses,No Description
3970,"August 07, 2015 00:00 IST",Special Correspondent,Karnataka,Students told to be job creators,No Description
3971,"August 07, 2015 00:00 IST",Laiqh A. Khan,Karnataka,Corporation clears unauthorised parking lots in Mysuru,"Several two-wheelers, including many corroded vehicles parked for months, were taken away"
3972,"August 07, 2015 00:00 IST",N. Dinesh Nayak,Karnataka,BRTS for twin cities to be delayed further,Corporation seeks extension of deadline till 2017
3973,"August 07, 2015 00:00 IST",Karnataka bureau,Karnataka,Three more farmers end life,No Description
3974,"August 07, 2015 00:00 IST",Girish Pattanashetti,Karnataka,Under-15 FIDE Rating Chess tourney begins,No Description
3975,"August 07, 2015 00:00 IST",Special Correspondent,Karnataka,‘Share portfolios between MPs from southern and northern States’,No Description
3976,"August 07, 2015 00:00 IST",Special Correspondent,Karnataka,Five chosen for KCCI’s Vanijya Ratna Award,No Description
3977,"August 07, 2015 00:00 IST",Vijaykumar Patil,Karnataka,Agitation for Kalasa-Banduri project picks up pace,No Description
3978,"August 07, 2015 00:00 IST",Special Correspondent,Karnataka,"‘Take precautions against dengue, chikungunya’",No Description
3979,"August 07, 2015 00:00 IST",Special Correspondent,Karnataka,Hadapads stage protest against astrologer,No Description
3980,"August 07, 2015 00:00 IST",Kumar Buradikatti,Karnataka,‘White Paper on Revenue Dept. achievements soon’,No Description
3981,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,"Drought review: priority to be given to water, fodder",No Description
3982,"August 07, 2015 00:00 IST",Kumar Buradikatti,Karnataka,‘912 villages in Hyderabad Karnataka struggling for drinking water’,"Tankers, borewells will be utilised to prevent scarcity: H.K. Patil"
3983,"March 29, 2016 13:43 IST",H.S. Narasimha Kumar,Karnataka,ZP may offer relief package to farmers’ families,No Description
3984,"August 07, 2015 00:00 IST",HSNK,Karnataka,briefly.,No Description
3985,"August 07, 2015 00:00 IST",Shankar Bennur,Karnataka,AIISH golden jubilee fete on Sunday,No Description
3986,"August 07, 2015 00:00 IST",Special Correspondent,Karnataka,CFTRI: tested Maggi noodles samples sent from Goa,"However, it clarifies that it did not analyse MSG"
3987,"August 07, 2015 00:00 IST",Special Correspondent,Karnataka,Rs. 3 crore to develop karez system in Bidar,No Description
3988,"August 07, 2015 00:00 IST",Laiqh A. Khan,Karnataka,Bus conductor assaulted allegedly by MLA’s supporters,No Description
3989,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,Woman found dead,No Description
3990,"March 29, 2016 13:43 IST","August 07, 2015 00:00 IST",Karnataka,ENGAGEMENTS,No Description
3991,"August 07, 2015 00:00 IST",H.S. Narasimha Kumar,Karnataka,"Officials to visit Gopalapura, other villages today",No Description
3992,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,VISP urged to allot vacant houses to retired staff,No Description
3993,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,"Demand to construct speed breakers, retaining wall on Shikaripur road",No Description
3994,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,Government’s move to amend land reforms Act draws flak,No Description
3995,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,"GP officials, members accused of embezzlement",No Description
3996,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,HIMS nurse found dead,No Description
3997,"August 07, 2015 00:00 IST",Staff Correspondent,Karnataka,False affidavit: FIR filed against Mandya councillor,Action follows a court directive
3998,"August 07, 2015 00:00 IST",Sathish G.T.,Karnataka,Canal of Hemavathi reservoir breaches,Many houses and farmland flooded in Heggadihalli
3999,"August 07, 2015 00:00 IST",Veerendra P.M.,Karnataka,Action sought against contractor for poor quality of roadwork,‘1.6-km stretch in Haddaripura GP was laid at a cost of Rs. 40 lakh’
